,class_name,speaker_id,attack_id
0,bonafide,LA_0085,-
1,bonafide,LA_0097,-
2,bonafide,LA_0084,-
3,bonafide,LA_0081,-
4,bonafide,LA_0086,-
5,bonafide,LA_0098,-
6,bonafide,LA_0098,-
7,bonafide,LA_0092,-
8,bonafide,LA_0090,-
9,bonafide,LA_0094,-
10,bonafide,LA_0097,-
11,bonafide,LA_0087,-
12,bonafide,LA_0092,-
13,bonafide,LA_0091,-
14,bonafide,LA_0088,-
15,bonafide,LA_0083,-
16,bonafide,LA_0081,-
17,bonafide,LA_0096,-
18,bonafide,LA_0096,-
19,bonafide,LA_0087,-
20,bonafide,LA_0081,-
21,bonafide,LA_0089,-
22,bonafide,LA_0097,-
23,bonafide,LA_0084,-
24,bonafide,LA_0087,-
25,bonafide,LA_0096,-
26,bonafide,LA_0079,-
27,bonafide,LA_0079,-
28,bonafide,LA_0091,-
29,bonafide,LA_0086,-
30,bonafide,LA_0084,-
31,bonafide,LA_0087,-
32,bonafide,LA_0092,-
33,bonafide,LA_0091,-
34,bonafide,LA_0080,-
35,bonafide,LA_0084,-
36,bonafide,LA_0084,-
37,bonafide,LA_0089,-
38,bonafide,LA_0079,-
39,bonafide,LA_0091,-
40,bonafide,LA_0081,-
41,bonafide,LA_0083,-
42,bonafide,LA_0080,-
43,bonafide,LA_0092,-
44,bonafide,LA_0094,-
45,bonafide,LA_0089,-
46,bonafide,LA_0096,-
47,bonafide,LA_0087,-
48,bonafide,LA_0084,-
49,bonafide,LA_0093,-
50,bonafide,LA_0084,-
51,bonafide,LA_0090,-
52,bonafide,LA_0096,-
53,bonafide,LA_0096,-
54,bonafide,LA_0087,-
55,bonafide,LA_0083,-
56,bonafide,LA_0087,-
57,bonafide,LA_0098,-
58,bonafide,LA_0088,-
59,bonafide,LA_0098,-
60,bonafide,LA_0096,-
61,bonafide,LA_0093,-
62,bonafide,LA_0079,-
63,bonafide,LA_0082,-
64,bonafide,LA_0095,-
65,bonafide,LA_0094,-
66,bonafide,LA_0095,-
67,bonafide,LA_0082,-
68,bonafide,LA_0092,-
69,bonafide,LA_0085,-
70,bonafide,LA_0091,-
71,bonafide,LA_0089,-
72,bonafide,LA_0091,-
73,bonafide,LA_0087,-
74,bonafide,LA_0084,-
75,bonafide,LA_0086,-
76,bonafide,LA_0097,-
77,bonafide,LA_0084,-
78,bonafide,LA_0089,-
79,bonafide,LA_0093,-
80,bonafide,LA_0096,-
81,bonafide,LA_0090,-
82,bonafide,LA_0088,-
83,bonafide,LA_0092,-
84,bonafide,LA_0095,-
85,bonafide,LA_0096,-
86,bonafide,LA_0093,-
87,bonafide,LA_0081,-
88,bonafide,LA_0082,-
89,bonafide,LA_0088,-
90,bonafide,LA_0082,-
91,bonafide,LA_0080,-
92,bonafide,LA_0079,-
93,bonafide,LA_0087,-
94,bonafide,LA_0091,-
95,bonafide,LA_0097,-
96,bonafide,LA_0085,-
97,bonafide,LA_0083,-
98,bonafide,LA_0088,-
99,bonafide,LA_0087,-
100,bonafide,LA_0098,-
101,bonafide,LA_0086,-
102,bonafide,LA_0085,-
103,bonafide,LA_0093,-
104,bonafide,LA_0088,-
105,bonafide,LA_0080,-
106,bonafide,LA_0095,-
107,bonafide,LA_0092,-
108,bonafide,LA_0089,-
109,bonafide,LA_0088,-
110,bonafide,LA_0091,-
111,bonafide,LA_0092,-
112,bonafide,LA_0088,-
113,bonafide,LA_0085,-
114,bonafide,LA_0092,-
115,bonafide,LA_0088,-
116,bonafide,LA_0087,-
117,bonafide,LA_0084,-
118,bonafide,LA_0094,-
119,bonafide,LA_0080,-
120,bonafide,LA_0095,-
121,bonafide,LA_0089,-
122,bonafide,LA_0096,-
123,bonafide,LA_0083,-
124,bonafide,LA_0080,-
125,bonafide,LA_0096,-
126,bonafide,LA_0093,-
127,bonafide,LA_0082,-
128,bonafide,LA_0094,-
129,bonafide,LA_0080,-
130,bonafide,LA_0097,-
131,bonafide,LA_0086,-
132,bonafide,LA_0086,-
133,bonafide,LA_0085,-
134,bonafide,LA_0085,-
135,bonafide,LA_0088,-
136,bonafide,LA_0088,-
137,bonafide,LA_0098,-
138,bonafide,LA_0093,-
139,bonafide,LA_0093,-
140,bonafide,LA_0085,-
141,bonafide,LA_0095,-
142,bonafide,LA_0092,-
143,bonafide,LA_0087,-
144,bonafide,LA_0089,-
145,bonafide,LA_0094,-
146,bonafide,LA_0079,-
147,bonafide,LA_0084,-
148,bonafide,LA_0087,-
149,bonafide,LA_0084,-
150,bonafide,LA_0094,-
151,bonafide,LA_0080,-
152,bonafide,LA_0086,-
153,bonafide,LA_0082,-
154,bonafide,LA_0083,-
155,bonafide,LA_0089,-
156,bonafide,LA_0080,-
157,bonafide,LA_0098,-
158,bonafide,LA_0091,-
159,bonafide,LA_0098,-
160,bonafide,LA_0089,-
161,bonafide,LA_0095,-
162,bonafide,LA_0093,-
163,bonafide,LA_0080,-
164,bonafide,LA_0084,-
165,bonafide,LA_0082,-
166,bonafide,LA_0088,-
167,bonafide,LA_0087,-
168,bonafide,LA_0092,-
169,bonafide,LA_0080,-
170,bonafide,LA_0083,-
171,bonafide,LA_0082,-
172,bonafide,LA_0085,-
173,bonafide,LA_0097,-
174,bonafide,LA_0092,-
175,bonafide,LA_0095,-
176,bonafide,LA_0090,-
177,bonafide,LA_0092,-
178,bonafide,LA_0097,-
179,bonafide,LA_0090,-
180,bonafide,LA_0098,-
181,bonafide,LA_0087,-
182,bonafide,LA_0098,-
183,bonafide,LA_0087,-
184,bonafide,LA_0086,-
185,bonafide,LA_0093,-
186,bonafide,LA_0081,-
187,bonafide,LA_0080,-
188,bonafide,LA_0094,-
189,bonafide,LA_0080,-
190,bonafide,LA_0090,-
191,bonafide,LA_0096,-
192,bonafide,LA_0086,-
193,bonafide,LA_0097,-
194,bonafide,LA_0095,-
195,bonafide,LA_0091,-
196,bonafide,LA_0097,-
197,bonafide,LA_0092,-
198,bonafide,LA_0091,-
199,bonafide,LA_0090,-
200,bonafide,LA_0088,-
201,bonafide,LA_0087,-
202,bonafide,LA_0096,-
203,bonafide,LA_0086,-
204,bonafide,LA_0079,-
205,bonafide,LA_0080,-
206,bonafide,LA_0098,-
207,bonafide,LA_0092,-
208,bonafide,LA_0085,-
209,bonafide,LA_0084,-
210,bonafide,LA_0090,-
211,bonafide,LA_0079,-
212,bonafide,LA_0080,-
213,bonafide,LA_0092,-
214,bonafide,LA_0091,-
215,bonafide,LA_0093,-
216,bonafide,LA_0096,-
217,bonafide,LA_0089,-
218,bonafide,LA_0092,-
219,bonafide,LA_0081,-
220,bonafide,LA_0087,-
221,bonafide,LA_0096,-
222,bonafide,LA_0093,-
223,bonafide,LA_0089,-
224,bonafide,LA_0080,-
225,bonafide,LA_0091,-
226,bonafide,LA_0097,-
227,bonafide,LA_0082,-
228,bonafide,LA_0093,-
229,bonafide,LA_0086,-
230,bonafide,LA_0082,-
231,bonafide,LA_0097,-
232,bonafide,LA_0097,-
233,bonafide,LA_0093,-
234,bonafide,LA_0081,-
235,bonafide,LA_0082,-
236,bonafide,LA_0085,-
237,bonafide,LA_0080,-
238,bonafide,LA_0093,-
239,bonafide,LA_0090,-
240,bonafide,LA_0089,-
241,bonafide,LA_0083,-
242,bonafide,LA_0085,-
243,bonafide,LA_0081,-
244,bonafide,LA_0089,-
245,bonafide,LA_0087,-
246,bonafide,LA_0090,-
247,bonafide,LA_0097,-
248,bonafide,LA_0096,-
249,bonafide,LA_0081,-
250,bonafide,LA_0086,-
251,bonafide,LA_0089,-
252,bonafide,LA_0088,-
253,bonafide,LA_0089,-
254,bonafide,LA_0090,-
255,bonafide,LA_0095,-
256,bonafide,LA_0097,-
257,bonafide,LA_0083,-
258,bonafide,LA_0083,-
259,bonafide,LA_0087,-
260,bonafide,LA_0087,-
261,bonafide,LA_0087,-
262,bonafide,LA_0096,-
263,bonafide,LA_0095,-
264,bonafide,LA_0081,-
265,bonafide,LA_0079,-
266,bonafide,LA_0080,-
267,bonafide,LA_0094,-
268,bonafide,LA_0086,-
269,bonafide,LA_0096,-
270,bonafide,LA_0083,-
271,bonafide,LA_0087,-
272,bonafide,LA_0089,-
273,bonafide,LA_0094,-
274,bonafide,LA_0095,-
275,bonafide,LA_0085,-
276,bonafide,LA_0084,-
277,bonafide,LA_0096,-
278,bonafide,LA_0098,-
279,bonafide,LA_0092,-
280,bonafide,LA_0095,-
281,bonafide,LA_0090,-
282,bonafide,LA_0096,-
283,bonafide,LA_0097,-
284,bonafide,LA_0098,-
285,bonafide,LA_0083,-
286,bonafide,LA_0091,-
287,bonafide,LA_0096,-
288,bonafide,LA_0085,-
289,bonafide,LA_0079,-
290,bonafide,LA_0082,-
291,bonafide,LA_0085,-
292,bonafide,LA_0093,-
293,bonafide,LA_0089,-
294,bonafide,LA_0081,-
295,bonafide,LA_0095,-
296,bonafide,LA_0092,-
297,bonafide,LA_0082,-
298,bonafide,LA_0088,-
299,bonafide,LA_0096,-
300,bonafide,LA_0095,-
301,bonafide,LA_0083,-
302,bonafide,LA_0084,-
303,bonafide,LA_0080,-
304,bonafide,LA_0079,-
305,bonafide,LA_0090,-
306,bonafide,LA_0090,-
307,bonafide,LA_0082,-
308,bonafide,LA_0091,-
309,bonafide,LA_0080,-
310,bonafide,LA_0093,-
311,bonafide,LA_0092,-
312,bonafide,LA_0098,-
313,bonafide,LA_0094,-
314,bonafide,LA_0088,-
315,bonafide,LA_0089,-
316,bonafide,LA_0094,-
317,bonafide,LA_0085,-
318,bonafide,LA_0092,-
319,bonafide,LA_0082,-
320,bonafide,LA_0085,-
321,bonafide,LA_0088,-
322,bonafide,LA_0082,-
323,bonafide,LA_0094,-
324,bonafide,LA_0090,-
325,bonafide,LA_0086,-
326,bonafide,LA_0083,-
327,bonafide,LA_0091,-
328,bonafide,LA_0094,-
329,bonafide,LA_0085,-
330,bonafide,LA_0082,-
331,bonafide,LA_0082,-
332,bonafide,LA_0093,-
333,bonafide,LA_0084,-
334,bonafide,LA_0091,-
335,bonafide,LA_0079,-
336,bonafide,LA_0087,-
337,bonafide,LA_0095,-
338,bonafide,LA_0081,-
339,bonafide,LA_0082,-
340,bonafide,LA_0095,-
341,bonafide,LA_0095,-
342,bonafide,LA_0098,-
343,bonafide,LA_0080,-
344,bonafide,LA_0089,-
345,bonafide,LA_0089,-
346,bonafide,LA_0093,-
347,bonafide,LA_0088,-
348,bonafide,LA_0088,-
349,bonafide,LA_0086,-
350,bonafide,LA_0086,-
351,bonafide,LA_0097,-
352,bonafide,LA_0093,-
353,bonafide,LA_0081,-
354,bonafide,LA_0080,-
355,bonafide,LA_0083,-
356,bonafide,LA_0087,-
357,bonafide,LA_0097,-
358,bonafide,LA_0082,-
359,bonafide,LA_0098,-
360,bonafide,LA_0085,-
361,bonafide,LA_0098,-
362,bonafide,LA_0083,-
363,bonafide,LA_0095,-
364,bonafide,LA_0083,-
365,bonafide,LA_0091,-
366,bonafide,LA_0094,-
367,bonafide,LA_0080,-
368,bonafide,LA_0087,-
369,bonafide,LA_0098,-
370,bonafide,LA_0094,-
371,bonafide,LA_0098,-
372,bonafide,LA_0094,-
373,bonafide,LA_0081,-
374,bonafide,LA_0084,-
375,bonafide,LA_0084,-
376,bonafide,LA_0079,-
377,bonafide,LA_0092,-
378,bonafide,LA_0097,-
379,bonafide,LA_0086,-
380,bonafide,LA_0097,-
381,bonafide,LA_0090,-
382,bonafide,LA_0088,-
383,bonafide,LA_0091,-
384,bonafide,LA_0080,-
385,bonafide,LA_0093,-
386,bonafide,LA_0086,-
387,bonafide,LA_0088,-
388,bonafide,LA_0083,-
389,bonafide,LA_0091,-
390,bonafide,LA_0081,-
391,bonafide,LA_0082,-
392,bonafide,LA_0082,-
393,bonafide,LA_0090,-
394,bonafide,LA_0086,-
395,bonafide,LA_0088,-
396,bonafide,LA_0090,-
397,bonafide,LA_0081,-
398,bonafide,LA_0098,-
399,bonafide,LA_0080,-
400,bonafide,LA_0098,-
401,bonafide,LA_0094,-
402,bonafide,LA_0083,-
403,bonafide,LA_0090,-
404,bonafide,LA_0082,-
405,bonafide,LA_0096,-
406,bonafide,LA_0089,-
407,bonafide,LA_0087,-
408,bonafide,LA_0079,-
409,bonafide,LA_0083,-
410,bonafide,LA_0083,-
411,bonafide,LA_0092,-
412,bonafide,LA_0089,-
413,bonafide,LA_0080,-
414,bonafide,LA_0080,-
415,bonafide,LA_0088,-
416,bonafide,LA_0089,-
417,bonafide,LA_0096,-
418,bonafide,LA_0089,-
419,bonafide,LA_0091,-
420,bonafide,LA_0095,-
421,bonafide,LA_0081,-
422,bonafide,LA_0092,-
423,bonafide,LA_0096,-
424,bonafide,LA_0091,-
425,bonafide,LA_0091,-
426,bonafide,LA_0079,-
427,bonafide,LA_0098,-
428,bonafide,LA_0082,-
429,bonafide,LA_0080,-
430,bonafide,LA_0096,-
431,bonafide,LA_0087,-
432,bonafide,LA_0095,-
433,bonafide,LA_0085,-
434,bonafide,LA_0098,-
435,bonafide,LA_0080,-
436,bonafide,LA_0088,-
437,bonafide,LA_0092,-
438,bonafide,LA_0082,-
439,bonafide,LA_0085,-
440,bonafide,LA_0083,-
441,bonafide,LA_0089,-
442,bonafide,LA_0090,-
443,bonafide,LA_0093,-
444,bonafide,LA_0082,-
445,bonafide,LA_0090,-
446,bonafide,LA_0088,-
447,bonafide,LA_0081,-
448,bonafide,LA_0083,-
449,bonafide,LA_0085,-
450,bonafide,LA_0082,-
451,bonafide,LA_0091,-
452,bonafide,LA_0088,-
453,bonafide,LA_0095,-
454,bonafide,LA_0081,-
455,bonafide,LA_0097,-
456,bonafide,LA_0092,-
457,bonafide,LA_0087,-
458,bonafide,LA_0092,-
459,bonafide,LA_0095,-
460,bonafide,LA_0081,-
461,bonafide,LA_0082,-
462,bonafide,LA_0097,-
463,bonafide,LA_0082,-
464,bonafide,LA_0079,-
465,bonafide,LA_0092,-
466,bonafide,LA_0094,-
467,bonafide,LA_0093,-
468,bonafide,LA_0085,-
469,bonafide,LA_0087,-
470,bonafide,LA_0084,-
471,bonafide,LA_0089,-
472,bonafide,LA_0085,-
473,bonafide,LA_0094,-
474,bonafide,LA_0091,-
475,bonafide,LA_0080,-
476,bonafide,LA_0082,-
477,bonafide,LA_0088,-
478,bonafide,LA_0097,-
479,bonafide,LA_0090,-
480,bonafide,LA_0087,-
481,bonafide,LA_0083,-
482,bonafide,LA_0082,-
483,bonafide,LA_0092,-
484,bonafide,LA_0086,-
485,bonafide,LA_0097,-
486,bonafide,LA_0093,-
487,bonafide,LA_0082,-
488,bonafide,LA_0082,-
489,bonafide,LA_0082,-
490,bonafide,LA_0080,-
491,bonafide,LA_0082,-
492,bonafide,LA_0098,-
493,bonafide,LA_0083,-
494,bonafide,LA_0096,-
495,bonafide,LA_0080,-
496,bonafide,LA_0086,-
497,bonafide,LA_0094,-
498,bonafide,LA_0083,-
499,bonafide,LA_0082,-
500,bonafide,LA_0079,-
501,bonafide,LA_0079,-
502,bonafide,LA_0091,-
503,bonafide,LA_0090,-
504,bonafide,LA_0087,-
505,bonafide,LA_0079,-
506,bonafide,LA_0093,-
507,bonafide,LA_0086,-
508,bonafide,LA_0085,-
509,bonafide,LA_0096,-
510,bonafide,LA_0079,-
511,bonafide,LA_0087,-
512,bonafide,LA_0087,-
513,bonafide,LA_0086,-
514,bonafide,LA_0079,-
515,bonafide,LA_0095,-
516,bonafide,LA_0092,-
517,bonafide,LA_0094,-
518,bonafide,LA_0097,-
519,bonafide,LA_0081,-
520,bonafide,LA_0094,-
521,bonafide,LA_0092,-
522,bonafide,LA_0097,-
523,bonafide,LA_0089,-
524,bonafide,LA_0084,-
525,bonafide,LA_0096,-
526,bonafide,LA_0097,-
527,bonafide,LA_0097,-
528,bonafide,LA_0080,-
529,bonafide,LA_0085,-
530,bonafide,LA_0083,-
531,bonafide,LA_0095,-
532,bonafide,LA_0088,-
533,bonafide,LA_0081,-
534,bonafide,LA_0097,-
535,bonafide,LA_0085,-
536,bonafide,LA_0092,-
537,bonafide,LA_0083,-
538,bonafide,LA_0091,-
539,bonafide,LA_0086,-
540,bonafide,LA_0097,-
541,bonafide,LA_0085,-
542,bonafide,LA_0095,-
543,bonafide,LA_0094,-
544,bonafide,LA_0084,-
545,bonafide,LA_0086,-
546,bonafide,LA_0091,-
547,bonafide,LA_0094,-
548,bonafide,LA_0094,-
549,bonafide,LA_0098,-
550,bonafide,LA_0090,-
551,bonafide,LA_0091,-
552,bonafide,LA_0092,-
553,bonafide,LA_0087,-
554,bonafide,LA_0079,-
555,bonafide,LA_0084,-
556,bonafide,LA_0097,-
557,bonafide,LA_0082,-
558,bonafide,LA_0095,-
559,bonafide,LA_0096,-
560,bonafide,LA_0084,-
561,bonafide,LA_0082,-
562,bonafide,LA_0092,-
563,bonafide,LA_0081,-
564,bonafide,LA_0093,-
565,bonafide,LA_0081,-
566,bonafide,LA_0093,-
567,bonafide,LA_0083,-
568,bonafide,LA_0098,-
569,bonafide,LA_0084,-
570,bonafide,LA_0091,-
571,bonafide,LA_0080,-
572,bonafide,LA_0098,-
573,bonafide,LA_0094,-
574,bonafide,LA_0094,-
575,bonafide,LA_0079,-
576,bonafide,LA_0087,-
577,bonafide,LA_0081,-
578,bonafide,LA_0089,-
579,bonafide,LA_0081,-
580,bonafide,LA_0097,-
581,bonafide,LA_0094,-
582,bonafide,LA_0082,-
583,bonafide,LA_0082,-
584,bonafide,LA_0085,-
585,bonafide,LA_0095,-
586,bonafide,LA_0098,-
587,bonafide,LA_0097,-
588,bonafide,LA_0095,-
589,bonafide,LA_0098,-
590,bonafide,LA_0096,-
591,bonafide,LA_0081,-
592,bonafide,LA_0095,-
593,bonafide,LA_0085,-
594,bonafide,LA_0087,-
595,bonafide,LA_0090,-
596,bonafide,LA_0079,-
597,bonafide,LA_0089,-
598,bonafide,LA_0090,-
599,bonafide,LA_0087,-
600,bonafide,LA_0094,-
601,bonafide,LA_0086,-
602,bonafide,LA_0093,-
603,bonafide,LA_0092,-
604,bonafide,LA_0084,-
605,bonafide,LA_0097,-
606,bonafide,LA_0098,-
607,bonafide,LA_0090,-
608,bonafide,LA_0090,-
609,bonafide,LA_0080,-
610,bonafide,LA_0083,-
611,bonafide,LA_0092,-
612,bonafide,LA_0088,-
613,bonafide,LA_0081,-
614,bonafide,LA_0094,-
615,bonafide,LA_0084,-
616,bonafide,LA_0085,-
617,bonafide,LA_0084,-
618,bonafide,LA_0081,-
619,bonafide,LA_0085,-
620,bonafide,LA_0086,-
621,bonafide,LA_0087,-
622,bonafide,LA_0095,-
623,bonafide,LA_0089,-
624,bonafide,LA_0094,-
625,bonafide,LA_0097,-
626,bonafide,LA_0088,-
627,bonafide,LA_0095,-
628,bonafide,LA_0089,-
629,bonafide,LA_0080,-
630,bonafide,LA_0080,-
631,bonafide,LA_0098,-
632,bonafide,LA_0084,-
633,bonafide,LA_0091,-
634,bonafide,LA_0094,-
635,bonafide,LA_0094,-
636,bonafide,LA_0080,-
637,bonafide,LA_0081,-
638,bonafide,LA_0092,-
639,bonafide,LA_0084,-
640,bonafide,LA_0087,-
641,bonafide,LA_0081,-
642,bonafide,LA_0083,-
643,bonafide,LA_0082,-
644,bonafide,LA_0093,-
645,bonafide,LA_0097,-
646,bonafide,LA_0085,-
647,bonafide,LA_0080,-
648,bonafide,LA_0082,-
